"ID","NOTAM","nType","countryCode","qcode","aerodrome","startTime","endTime","period","verbiage","issuedBy","isCancelled"
11048,"M0760/19","C",,,"RJTY",7/23/2019 0:00:00,7/26/2019 0:00:00,,"Cancel M0755/19","KF",0
11049,"M0761/19","N","RJJJ","QMRGO","RJTY",7/23/2019 20:47:00,7/23/2019 23:00:00,,"RWY IS WET WITH NO STANDING WATER.","KK",0
11050,"M0762/19","N","RJJJ","QMRGO","RJTY",7/23/2019 23:00:00,7/24/2019 0:00:00,,"AERODROME RWY IS WET WITH NO STANDING WATER","KK",1
11051,"M0763/19","C",,,"RJTY",7/24/2019 0:00:00,7/27/2019 0:00:00,,"Cancel M0762/19","KK",0
11052,"M0764/19","N","RJJJ","QMRGO","RJTY",7/24/2019 6:02:00,7/25/2019 19:30:49,,"RWY 18/36 IS WET WITH NO STANDING WATER. OBSERVED AT 1907240552.","DJ",1
11055,"M0766/19","R","RJJJ","QXXXX","RJTY",7/25/2019 8:00:00,7/25/2019 12:00:00,,"Replaces M0756/19: HALO, 1 X C-130, SRFC-12,500 FT MSL","SP",0
11056,"M0767/19","N","RJJJ","QNBXX","RJTY",7/25/2019 2:27:00,7/25/2019 0:00:00,,"NAVAID RJTY TACAN UNSERVICEABLE","KK",1
11057,"M0768/19","C",,,"RJTY",7/25/2019 0:00:00,7/28/2019 0:00:00,,"Cancel M0767/19","KK",0
11058,"M0769/19","N","RJJJ","QFALT","RJTY",7/28/2019 4:00:00,7/28/2019 6:00:00,,"FLIGHT OPERATIONS RESTRICTED TO INITIAL TAKE-OFF AND FULL STOP LANDING ONLY. WEST VFR PATTER IS APPROVED FOR USE. ABEAM APPROACHES ARE NOT AUTHORIZED.","CB",0
11059,"M0770/19","N","RJJJ","QNBXX","RJTY",7/26/2019 4:40:00,7/26/2019 0:00:00,,"NAVAID RJTY TACAN UNSERVICEABLE","KA",1
11060,"M0771/19","C",,,"RJTY",7/26/2019 0:00:00,7/29/2019 0:00:00,,"Cancel M0770/19","KA",0
11061,"M0772/19","N","RJJJ","QWVLW","RJTY",7/29/2019 8:30:00,7/29/2019 12:30:00,,"2 X C-130, SRFC TO 1,015 FT AGL, EAGLE DZ, SKE RUN-IN","KA",0
11062,"M0773/19","N","RJJJ","QMRGO","RJTY",7/26/2019 12:54:00,7/27/2019 13:00:00,,"RWY 18/36 WET WITH NO STANDING WATER.","KA",0
11063,"M0775/19","N","RJJJ","QMRGO","RJTY",7/27/2019 20:50:00,7/28/2019 0:00:00,,"RWY IS WET, WITH NO STANDING WATER","KF",1
11064,"M0776/19","C",,,"RJTY",7/28/2019 0:00:00,7/31/2019 0:00:00,,"Cancel M0775/19","KF",0
11065,"M0777/19","N","RJJJ","QINAS","RJTY",7/28/2019 1:25:00,7/28/2019 0:00:00,,"RWY 18 LOCALIZER UNSERVICEABLE","KF",1
11066,"M0778/19","C",,,"RJTY",7/28/2019 0:00:00,7/31/2019 0:00:00,,"Cancel M0777/19","KF",0
11067,"M0781/19","N","RJJJ","QWVLW","RJTY",7/31/2019 0:01:00,7/31/2019 4:00:00,,"LCLA, 2 X C-130, SRFC-500 FT AGL, WALDO DZ","KK",0
11068,"M0782/19","N","RJJJ","QWVLW","RJTY",7/31/2019 0:01:00,7/31/2019 4:00:00,,"HALO, 1 X C-130, SRFC-12,500 FT MSL, EAGLE DZ","KK",0
11069,"M0783/19","N","RJJJ","QWVLW","RJTY",7/31/2019 8:30:00,7/31/2019 12:30:00,,"4 X C-130, SRFC TO 1,015 FT AGL, EAGLE DZ, SKE RUN-IN","KK",0
11070,"M0779/19","N","RJJJ","QWVLW","RJTY",7/30/2019 0:01:00,7/30/2019 4:00:00,,"2 X C-130, SRFC TO 1,015 FT AGL, EAGLE DZ, SKE RUN-IN","KK",0
11071,"M0784/19","N","RJJJ","QWVLW","RJTY",7/31/2019 0:01:00,7/31/2019 4:00:00,,"2 X C-130, SRFC TO 1,015 FT AGL, EAGLE DZ, SKE RUN-IN","KK",0
11072,"M0780/19","N","RJJJ","QWVLW","RJTY",7/30/2019 8:30:00,7/30/2019 12:30:00,,"2 X C-130, SRFC TO 1,015 FT AGL, EAGLE DZ, SKE RUN-IN","KK",0
11073,"M0788/19","N","RJJJ","QOBCE","RJTY",7/30/2019 23:00:00,8/2/2019 9:00:00,"DLY 2300-0900","OBSTACLE CRANE 354609N1392127E (0.75NM NORTHEAST RJTY) 658.1FT MSL (206.7FT AGL) ERECTED","SD",0
11074,"M0789/19","N","RJJJ","QNBXX","RJTY",7/29/2019 13:05:00,7/30/2019 13:09:11,,"NAVAID RJTY TACAN UNSERVICEABLE","SD",1
11075,"M0790/19","N","RJJJ","QWVLW","RJTY",8/1/2019 8:30:00,8/1/2019 12:30:00,,"3 X C-130, SRFC TO 1,015 FT AGL, EAGLE DZ, SKE RUN-IN","CB",0
11076,"M0791/19","N","RJJJ","QWVLW","RJTY",8/1/2019 0:01:00,8/1/2019 4:00:00,,"2 X C-130, SRFC TO 1,015 FT AGL, EAGLE DZ, SKE RUN-IN","CB",0
11077,"M0792/19","N","RJJJ","QXXXX","RJTY",7/30/2019 0:01:00,7/30/2019 4:00:00,,"HALO, 1 X C-130, SRFC-12,500 FT MSL, EAGLE DZ","CB",0
11078,"M0793/19","N","RJJJ","QWVLW","RJTY",8/2/2019 0:01:00,8/2/2019 4:00:00,,"4 X C-130, SRFC TO 1,015 FT AGL, EAGLE DZ, SKE RUN-IN","CB",0
11079,"M0794/19","N","RJJJ","QWVLW","RJTY",8/2/2019 0:01:00,8/2/2019 4:00:00,,"LCLA, 4 X C-130, SRFC-500 FT AGL, WALDO DZ","CB",0
11080,"M0798/19","N","RJJJ","QXXXX","RJTY",8/2/2019 4:45:00,8/1/2019 0:00:00,,"RAMP FREEZE IN EFFECT 2 AUG 19 0445-0615Z, 1345-1530L. RAMP FREEZE APPLIES TO ECHO RAMP, ALPHA TAXILANE SOUTH OF PARKING SPOT D-6/BLDG 602, AND THE AIRFIELD SERVICE ROAD. VEHICLE MOVEMENT AND AIRCRAFT TOWING PROHIBITED.","JB",1
11081,"M0801/19","N","RJJJ","QMXLT","RJTY",7/31/2019 5:00:00,7/31/2019 0:00:00,,"TWY J IS LIMITED TO DAYTIME OPERATIONS ONLY. FOR NIGHT TIME OPERATIONS FOLLOW ME SERVICES MUST BE UTILIZED.","JB",1
11082,"M0800/19","N","RJJJ","QMXLT","RJTY",7/31/2019 4:57:00,7/31/2019 0:00:00,,"TWY H IS LIMITED TO DAYTIME OPERATIONS ONLY. FOR NIGHT TIME OPERATIONS FOLLOW ME SERVICES MUST BE UTILIZED.","JB",1
11083,"M0799/19","N","RJJJ","QMXLT","RJTY",7/31/2019 4:56:00,7/31/2019 0:00:00,,"TWY G NORTH STARTING AT THE TWY K INTERSECTION IS LIMITED TO DAYTIME OPERATIONS ONLY. FOR NIGHT TIME OPERATIONS FOLLOW ME SERVICES MUST BE UTILIZED.","JB",1
11084,"M0802/19","C",,,"RJTY",7/31/2019 0:00:00,8/3/2019 0:00:00,,"Cancel M0801/19","JB",0
11085,"M0805/19","C",,,"RJTY",7/31/2019 0:00:00,8/3/2019 0:00:00,,"Cancel M0800/19","JB",0
11086,"M0806/19","C",,,"RJTY",7/31/2019 0:00:00,8/3/2019 0:00:00,,"Cancel M0799/19","JB",0
11087,"M0807/19","N","RJJJ","QMXLT","RJTY",7/31/2019 10:31:00,10/27/2019 23:59:00,,"TWY G NORTH STARTING AT THE TWY K INTERSECTION IS LIMITED TO DAYTIME OPERATIONS ONLY. TRANSIENT AIRCRAFT CONDUCTING NIGHT TIME OPERATIONS MUST UTILIZE FOLLOW ME SERVICES.","JB",0
11088,"M0808/19","N","RJJJ","QMXLT","RJTY",7/31/2019 10:32:00,10/27/2019 23:59:00,,"TWY H IS LIMITED TO DAYTIME OPERATIONS ONLY. TRANSIENT AIRCRAFT CONDUCTING NIGHT TIME OPERATIONS MUST UTILIZE FOLLOW ME SERVICES.","JB",0
11089,"M0809/19","N","RJJJ","QMXLT","RJTY",7/31/2019 10:33:00,8/19/2019 0:00:00,,"TWY J IS LIMITED TO DAYTIME OPERATIONS ONLY. TRANSIENT AIRCRAFT CONDUCTING NIGHT TIME OPERATIONS MUST UTILIZE FOLLOW ME SERVICES.","JB",1
11090,"M0811/19","N","RJJJ","QMXXX","RJTY",7/31/2019 11:44:00,8/1/2019 5:29:26,,"A1 TWY VFR HOLDING POSITION SIGN UNLIT","JB",1
11091,"M0816/19","N","RJJJ","QMXLT","RJTY",7/31/2019 12:16:00,7/31/2019 0:00:00,,"TWY A LIMTED TO DAYTIME OPERATIONS ONLY","JB",1
11092,"M0818/19","N","RJJJ","QXXXX","RJTY",7/31/2019 12:19:00,8/1/2019 5:29:26,,"TWY A 1 MANDATORY HOLD SIGNS UNSERVICEABLE","JB",1
11093,"M0819/19","N","RJJJ","QXXXX","RJTY",7/31/2019 12:20:00,8/1/2019 5:29:14,,"TWY A LOCATION SIGNS UNLIT ON THE NORTH END","JB",1
11094,"M0820/19","N","RJJJ","QXXXX","RJTY",7/31/2019 12:22:00,8/1/2019 0:00:00,,"TWY A LOCATION SIGNS UNLIT ON THE NORTH END","JB",1
11095,"M0822/19","C",,,"RJTY",7/31/2019 0:00:00,8/3/2019 0:00:00,,"Cancel M0814/19","JB",0
11096,"M0823/19","C",,,"RJTY",7/31/2019 0:00:00,8/3/2019 0:00:00,,"Cancel M0816/19","JB",0
11097,"M0824/19","N","RJJJ","QMXLT","RJTY",7/31/2019 12:54:00,8/1/2019 0:00:00,,"TWY ALL ON THE WEST SIDE OF THE AIRFIELD ARE LIMITED TO DAY TIME OPERATIONS ONLY.","JB",1
11098,"M0827/19","N","RJJJ","QLYAS","RJTY",7/31/2019 12:57:00,8/1/2019 0:00:00,,"TWY ALL EDGE LIGHTS ON THE WEST SIDE ARE UNSERVICEABLE","JB",1
11099,"M0828/19","N","RJJJ","QXXXX","RJTY",7/31/2019 12:59:00,8/1/2019 0:00:00,,"TWY ALL MANDATORY HOLD SIGNS ON THE WEST SIDE OF THE AIRFIELD ARE UNSERVICEABLE","JB",1
11100,"M0821/19","N","RJJJ","QXXXX","RJTY",7/31/2019 12:23:00,8/1/2019 0:00:00,,"TWY A INSTRUMENT HOLD SIGN UNSERVICEABLE","SD",1
11101,"M0829/19","C",,,"RJTY",8/1/2019 0:00:00,8/4/2019 0:00:00,,"Cancel M0828/19","SD",0
11102,"M0830/19","C",,,"RJTY",8/1/2019 0:00:00,8/4/2019 0:00:00,,"Cancel M0827/19","SD",0
11103,"M0833/19","C",,,"RJTY",8/1/2019 0:00:00,8/4/2019 0:00:00,,"Cancel M0820/19","SP",0
11104,"M0831/19","C",,,"RJTY",8/1/2019 0:00:00,8/4/2019 0:00:00,,"Cancel M0824/19","SP",0
11105,"M0832/19","C",,,"RJTY",8/1/2019 0:00:00,8/4/2019 0:00:00,,"Cancel M0821/19","SP",0
11107,"M0835/19","N","RJJJ","QMXLT","RJTY",8/2/2019 4:45:00,8/2/2019 0:00:00,,"RAMP FREEZE IN EFFECT 2 AUG 19 0445-0700Z, 1345-1600L. RAMP FREEZE APPLIES TO ECHO RAMP, ALPHA TAXILANE SOUTH OF PARKING SPOT D-6/BLDG 602, AND THE AIRFIELD SERVICE ROAD. VEHICLE MOVEMENT AND AIRCRAFT TOWING PROHIBITED.","JB",1
11108,"M0834/19","C",,,"RJTY",8/1/2019 0:00:00,8/4/2019 0:00:00,,"Cancel M0798/19","JB",0
11109,"M0836/19","C",,,"RJTY",8/2/2019 0:00:00,8/5/2019 0:00:00,,"Cancel M0835/19","SD",0
11110,"M0837/19","N","RJJJ","QMXLC","RJTY",8/2/2019 3:00:00,8/2/2019 7:00:00,,"TWY A CLSD SOUTH OF SPOT D6 INCLUDING TWY A3 AND E RAMP","SD",0
11111,"L0034/19","N","RJJJ","QXXXX","RJTY",8/2/2019 4:45:00,8/2/2019 7:00:00,,"FLT LINE ROAD (AIRFIELD SERVICE ROAD) CLSD SOUTH OF BLDG 602. HGR 15 GATE CLSD.","SD",0
11112,"M0838/19","N","RJJJ","QXXXX","RJTY",8/2/2019 3:00:00,8/2/2019 7:00:00,,"RAMP FREEZE IN EFFECT. TWY A CLSD SOUTH OF SPOT D6 INCLUDING TWY A3 AND E RAMP. VEHICLE MOVEMENT AND AIRCRAFT TOWING PROHIBITED.","KF",0
11113,"M0840/19","N","RJJJ","QXXXX","RJTY",8/5/2019 4:42:00,8/19/2019 13:00:00,,"TWY G NORTH OF TWY H IS RESTRICTED TO AIRCRAFT WITH A WINGSPAN OF 132' OR LESS","CB",0
11114,"M0841/19","N","RJJJ","QXXXX","RJTY",8/6/2019 0:01:00,8/6/2019 4:00:00,,"2 X C-130 CONDUCTING IFR AIRDROPS OVER AFLD, SFC TO 1015 FT AGL","CB",0
11115,"M0842/19","N","RJJJ","QXXXX","RJTY",8/5/2019 10:30:00,8/5/2019 12:30:00,,"2 X C-130 CONDUCTING IFR AIRDROPS OVER AFLD, SFC TO 1015 FT AGL","CB",0
11116,"M0843/19","N","RJJJ","QXXXX","RJTY",8/6/2019 8:30:00,8/6/2019 12:30:00,,"2 X C-130 CONDUCTING IFR AIRDROPS OVER AFLD, SFC TO 1015 FT AGL, COMBAT OFF-LOADS WILL OCCUR ON GOLF RAMP","CB",0
11117,"M0844/19","N","RJJJ","QXXXX","RJTY",8/6/2019 8:30:00,8/6/2019 12:30:00,,"STATIC LINE, 1 X C-130, SFC TO 1015 FT AGL, EAGLE DZ","CB",0
11118,"M0845/19","N","RJJJ","QFALT","RJTY",8/7/2019 0:01:00,8/7/2019 8:00:00,,"FLIGHT OPERATIONS RESTRICTED TO INITIAL TAKE-OFF AND FULL STOP LANDING ONLY. WEST VFR PATTER IS APPROVED FOR USE. ABEAM APPROACHES ARE NOT AUTHORIZED.","CB",0
11119,"M0846/19","N","RJJJ","QXXXX","RJTY",8/7/2019 8:30:00,8/7/2019 12:30:00,,"2 X C-130 CONDUCTING IFR AIRDROPS OVER AFLD, SFC TO 1015 FT AGL, COMBAT OFF-LOADS WILL OCCUR ON GOLF RAMP","CB",0
11120,"M0847/19","N","RJJJ","QXXXX","RJTY",8/8/2019 0:01:00,8/8/2019 4:00:00,,"2 X C-130 CONDUCTING IFR AIRDROPS OVER AFLD, SFC TO 1015 FT AGL, LCLA 2 X C-130, SFC-500 FT AGL, WALDO DZ","CB",0
11121,"M0848/19","N","RJJJ","QXXXX","RJTY",8/8/2019 1:00:00,8/8/2019 6:00:00,,"AVOID THE INAGI CITY AREA (LOCATION: 35°37'66 N, 139°29'64 E) BY 3 NM AND AT AN ALTITUDE OF 3,000 FEET.","CB",0
11122,"M0849/19","N","RJJJ","QFALT","RJTY",8/8/2019 0:01:00,8/8/2019 8:00:00,,"FLIGHT OPERATIONS RESTRICTED TO INITIAL TAKE-OFF AND FULL STOP LANDING ONLY. WEST VFR PATTER IS APPROVED FOR USE. ABEAM APPROACHES ARE NOT AUTHORIZED.","CB",0
11123,"M0850/19","N","RJJJ","QXXXX","RJTY",8/8/2019 8:30:00,8/8/2019 12:30:00,,"3 X C-130 CONDUCTING IFR AIRDROPS OVER AFLD, SFC TO 1015 FT AGL","CB",0
11124,"M0851/19","N","RJJJ","QNBXX","RJTY",8/6/2019 1:33:00,8/6/2019 0:00:00,,"NAVAID RJTY TACAN UNSERVICEABLE","SP",1
11125,"M0852/19","C",,,"RJTY",8/6/2019 0:00:00,8/9/2019 0:00:00,,"Cancel M0851/19","SP",0
11126,"M0855/19","N","RJJJ","QILLS","RJTY",8/6/2019 4:19:00,8/13/2019 0:00:00,,"RUNWAY 36 LOCALIZER WITHDRAWN DAILY BETWEEN 2200Z - 0800Z. EQUIPMENT CAN BE RETURNED TO SERVICE WITH 30 MINUTE PRIOR NOTIFICATION.","JB",1
11127,"M0856/19","N","RJJJ","QXXXX","RJTY",8/6/2019 5:35:00,8/10/2019 13:00:00,,"TWY G CLSD N OF SPOT G-19","CB",0
11128,"M0857/19","N","RJJJ","QXXXX","RJTY",8/6/2019 9:11:00,8/7/2019 13:00:00,,"TAXILANE A CLSD S OF TWY E1 TO INCLUDE E RAMP AND TWY A3","CB",0
11129,"M0859/19","N","RJJJ","QMXLC","RJTY",8/8/2019 9:55:00,8/9/2019 3:00:00,,"TWY K CLSD","KF",0
11130,"L0035/19","C",,,"RJTY",8/9/2019 0:00:00,8/12/2019 0:00:00,,"Cancel L0031/19","SD",0
11131,"M0860/19","N","RJJJ","QXXXX","RJTY",8/9/2019 0:01:00,8/9/2019 4:00:00,,"3 X C-130 CONDUCTING IFR AIRDROPS OVER AFLD, SFC TO 1015 FT AGL","SD",0
11133,"M0862/19","N","RJJJ","QMXLC","RJTY",8/9/2019 14:20:00,8/10/2019 11:00:00,,"TWY K CLSD","CB",0
11134,"M0863/19","N","RJJJ","QMXLC","RJTY",8/9/2019 23:19:00,8/10/2019 21:17:55,,"TWY A CLSD NORTH OF C5 RAMP INCLUDING TWY A1","SD",1
11135,"M0865/19","N","RJJJ","QWVLW","RJTY",8/13/2019 0:01:00,8/13/2019 4:00:00,,"2 X C-130 CONDUCTING IFR AIRDROPS OVER AFLD, SFC TO 1015 FT AGL","JB",0
11136,"M0866/19","N","RJJJ","QWVLW","RJTY",8/13/2019 8:00:00,8/13/2019 12:00:00,,"2 X C-130 CONDUCTING IFR AIRDROPS OVER AFLD, SFC TO 1015 FT AGL","JB",0
11137,"M0867/19","N","RJJJ","QWVLW","RJTY",8/14/2019 8:00:00,8/14/2019 12:00:00,,"3 X C-130 CONDUCTING IFR AIRDROPS OVER AFLD, SFC TO 1015 FT AGL","JB",0
11138,"M0868/19","N","RJJJ","QWVLW","RJTY",8/14/2019 23:00:00,8/15/2019 2:00:00,,"2 X C-130 CONDUCTING IFR AIRDROPS OVER AFLD, SFC TO 1015 FT AGL","JB",0
11139,"M0869/19","N","RJJJ","QXXXX","RJTY",8/15/2019 2:00:00,8/15/2019 4:00:00,,"QUIET HOURS IN EFFECT.ENGINE RUNNING ACTIVITIES NOT AUTHORIZED (AIRCRAFT TAXI, TAKE-OFF, LANDING, APUS, ETC.) ANY MISSIONS REQUESTING TO OPERATE DURING THE QUIET HOUR PERIOD REQUIRE A WAIVER FROM 374AW/CP","JB",0
11140,"M0870/19","N","RJJJ","QWVLW","RJTY",8/15/2019 8:00:00,8/15/2019 12:00:00,,"3 X C-130 CONDUCTING IFR AIRDROPS OVER AFLD, SFC TO 1015 FT AGL","JB",0
11141,"M0871/19","N","RJJJ","QWVLW","RJTY",8/15/2019 23:00:00,8/16/2019 3:00:00,,"3 X C-130 CONDUCTING IFR AIRDROPS OVER AFLD, SFC TO 1015 FT AGL, 15 AUG/2300Z-16 AUG/0300Z","JB",0
11142,"M0873/19","N","RJJJ","QMRXX","RJTY",8/11/2019 20:48:00,8/12/2019 0:00:00,,"RWY 18/36 WET WITH NO STANDING WATER OBSERVED AT 1908112015.","JB",1
11143,"M0874/19","N","RJJJ","QMXLC","RJTY",8/11/2019 20:50:00,8/13/2019 0:00:00,,"TWY G CLSD NORTH OF TAXIWAY HOTEL","JB",1
11144,"M0875/19","C",,,"RJTY",8/12/2019 0:00:00,8/15/2019 0:00:00,,"Cancel M0873/19","JB",0
11145,"M0876/19","C",,,"876/",8/13/2019 0:00:00,8/16/2019 0:00:00,,"Cancel M0872/19","DJ",0
11146,"M0877/19","C",,,"877/",8/13/2019 0:00:00,8/16/2019 0:00:00,,"Cancel M0874/19","DJ",0
11147,"M0879/19","N","RJJJ","QILLS","RJTY",8/13/2019 0:25:00,8/13/2019 0:00:00,,"RWY 36 RUNWAY 36 LOCALIZER WITHDRAWN DAILY BETWEEN 2200Z - 0800Z. EQUIPMENT CAN BE RETURNED TO SERVICE WITH 30 MINUTE PRIOR NOTIFICATION WHEN BELOW WEATHER MINIMUMS.","JB",1
11148,"M0878/19","C",,,"RJTY",8/13/2019 0:00:00,8/16/2019 0:00:00,,"Cancel M0855/19","JB",0
11149,"M0880/19","N","RJJJ","QMRXX","RJTY",8/13/2019 1:31:00,8/13/2019 0:00:00,,"RWY 18/36 WET WITH STANDING WATER LESS THAN 1/10 OF AN INCH OBSERVED AT 1908130128.","JB",1
11150,"M0881/19","C",,,"RJTY",8/13/2019 0:00:00,8/16/2019 0:00:00,,"Cancel M0880/19","JB",0
11152,"M0882/19","C",,,"RJTY",8/13/2019 0:00:00,8/16/2019 0:00:00,,"Cancel M0879/19","KF",0
11153,"M0883/19","N","RJJJ","QILLS","RJTY",8/19/2019 22:00:00,8/23/2019 8:00:00,,"RUNWAY 36 LOCALIZER WITHDRAWN DAILY BETWEEN 2200Z - 0800Z. EQUIPMENT CAN BE RETURNED TO SERVICE WITH 30 MINUTE PRIOR NOTIFICATION.","KF",0
11154,"M0884/19","N","RJJJ","QNNAS","RJTY",8/13/2019 11:12:00,8/13/2019 0:00:00,,"TACAN UNSERVICEABLE","KF",1
11155,"M0885/19","C",,,"RJTY",8/13/2019 0:00:00,8/16/2019 0:00:00,,"Cancel M0884/19","KF",0
11156,"M0886/19","N","RJJJ","QMRGO","RJTY",8/13/2019 20:48:00,8/14/2019 0:00:00,,"RWY 18/36 WET WITH NO STANDING WATER","KA",1
11157,"M0887/19","C",,,"RJTY",8/14/2019 0:00:00,8/17/2019 0:00:00,,"Cancel M0886/19","KF",0
11158,"M0888/19","N","RJJJ","QMRGO","RJTY",8/14/2019 4:54:00,8/14/2019 13:00:00,,"RWY IS WET, WITH NO STANDING WATER","KF",0
11159,"M0889/19","N","RJJJ","QMRGO","RJTY",8/14/2019 20:42:00,8/16/2019 13:00:00,,"RWY IS WET, WITH NO STANDING WATER","SD",0
11160,"M0891/19","N","RJJJ","QFALT","RJTY",8/22/2019 0:01:00,8/22/2019 7:00:00,,"LOCAL FLIGHTS LIMITED TO WEST VFR PATTERN ONLY. ABEAM APCHS NOT AUTHORIZED","SD",0
11161,"M0892/19","N","RJJJ","QMRXX","RJTY",8/15/2019 20:19:00,8/16/2019 0:00:00,,"RWY 18/36 WET OBSERVED AT 1908152016.","SD",1
11162,"M0893/19","C",,,"RJTY",8/16/2019 0:00:00,8/19/2019 0:00:00,,"Cancel M0892/19","SD",0
11163,"M0894/19","N","RJJJ","QFALT","RJTY",8/23/2019 0:01:00,8/23/2019 7:00:00,,"LOCAL FLIGHTS LIMITED TO WEST VFR PATTERN ONLY. ABEAM APCHS NOT AUTHORIZED","SD",0
11164,"M0895/19","N","RJJJ","QXXXX","RJTY",8/19/2019 8:00:00,8/19/2019 12:00:00,,"4 X C-130 CONDUCTING IFR AIRDROPS OVER AFLD, SFC TO 1015 FT AGL","JB",0
11165,"M0896/19","N","RJJJ","QXXXX","RJTY",8/20/2019 8:00:00,8/20/2019 12:00:00,,"4 X C-130 CONDUCTING IFR AIRDROPS OVER AFLD, SFC TO 1015 FT AGL","JB",0
11166,"M0897/19","N","RJJJ","QXXXX","RJTY",8/21/2019 8:00:00,8/21/2019 12:00:00,,"3 X C-130 CONDUCTING IFR AIRDROPS OVER AFLD, SFC TO 1015 FT AGL. COMBAT OFF LOADS WILL OCCUR ON GOLF RAMP.","JB",0
11167,"M0898/19","N","RJJJ","QXXXX","RJTY",8/22/2019 0:01:00,8/22/2019 4:00:00,,"2 X C-130 CONDUCTING IFR AIRDROPS OVER AFLD, SFC TO 1015 FT AGL","JB",0
11168,"M0899/19","N","RJJJ","QXXXX","RJTY",8/22/2019 8:00:00,8/22/2019 12:00:00,,"3 X C-130 CONDUCTING IFR AIRDROPS OVER AFLD, SFC TO 1015 FT AGL. COMBAT OFF LOADS WILL OCCUR ON GOLF RAMP.","JB",0
11169,"M0900/19","N","RJJJ","QXXXX","RJTY",8/22/2019 0:01:00,8/22/2019 4:00:00,,"LCLA, 2 X C-130 CONDUCTING LOALT AIRDROPS OVER AFLD, SFC-500 FT AGL","JB",0
11170,"M0901/19","N","RJJJ","QXXXX","RJTY",8/23/2019 0:01:00,8/23/2019 4:00:00,,"1 X C-130 CONDUCTING PERSONNEL AIRDROPS OVER AFLD, SFC TO 12,500 FT MSL","JB",0
11171,"M0902/19","N","RJJJ","QXXXX","RJTY",8/23/2019 0:01:00,8/23/2019 4:00:00,,"LCLA, 2 X C-130 CONDUCTING LOW ALTITUDE AIRDROPS OVER AFLD, SFC-500 FT AGL","JB",0
11172,"M0903/19","N","RJJJ","QMXLC","RJTY",8/16/2019 22:41:00,8/18/2019 0:00:00,,"TWY C CLSD AT TWY C1","SP",1
11173,"M0904/19","C",,,"RJTY",8/18/2019 0:00:00,8/21/2019 0:00:00,,"Cancel M0903/19","SP",0
11174,"M0905/19","N","RJJJ","QMRGO","RJTY",8/18/2019 7:59:00,8/18/2019 13:00:00,,"RWY IS WET, WITH NO STANDING WATER","KF",0
11177,"M0906/19","N","RJJJ","QMRHW","RJTY",8/19/2019 19:00:00,8/24/2019 0:01:00,"DLY 1900-0001","RWY 18/36 RE-PAINTING IN PROGRESS. CAUTION: PERSONNEL AND EQUIPMENT WORKING ON THE RUNWAY.","JB",0
11178,"M0907/19","C",,,"RJTY",8/19/2019 0:00:00,8/22/2019 0:00:00,,"Cancel M0809/19","KA",0
11179,"M0908/19","N","RJJJ","QMXLC","RJTY",8/18/2019 23:36:00,9/30/2019 23:59:00,,"TWY J CLSD","KA",0
11180,"L0036/19","N","RJJJ","QXXXX","RJTY",8/19/2019 3:44:00,8/25/2019 0:00:00,,"RAMP GOLF RAMP PARKING SPOT G-21 CLOSED","KA",1
11181,"M0909/19","N","RJJJ","QMXLT","RJTY",8/19/2019 23:00:00,8/27/2019 11:41:52,"DLY 2300-0800","TWY K LIMITED TO AIRCRAFT WITH WINGSPANS OF 132 FEET (40 METERS) AND SMALLER. CAUTION: VEHICLES AND PERSONNEL OPERATING IN THE AREA. LOW PROFILE BARRICADES ARE LOCATED ON BOTH SIDES OF THE TAXIWAY.","JB",1
11182,"M0910/19","N","RJJJ","QMRGO","RJTY",8/19/2019 9:11:00,8/19/2019 13:00:00,,"RWY IS WET, WITH NO STANDING WATER","KF",0
11183,"M0911/19","N","RJJJ","QMRXX","RJTY",8/19/2019 20:25:00,8/20/2019 0:00:00,,"RWY 18/36 WET WITH STANDING WATER LESS THAN 1/10 OF AN INCH OBSERVED AT 1908192020.","JB",1
11184,"L0038/19","C",,,"RJTY",8/20/2019 0:00:00,8/23/2019 0:00:00,,"Cancel L0037/19","KA",0
11186,"M0912/19","C",,,"RJTY",8/20/2019 0:00:00,8/23/2019 0:00:00,,"Cancel M0911/19","JB",0
11187,"M0913/19","N","RJJJ","QMRGO","RJTY",8/20/2019 7:13:00,8/20/2019 13:00:00,,"RWY IS WET, WITH NO STANDING WATER","KF",0
11188,"M0914/19","N","RJJJ","QXXXX","RJTY",8/21/2019 21:49:00,8/22/2019 0:00:00,,"RWY 18/36 IS WET WITH LESS THAN 1/10 INCH OF STANDING WATER.","SP",1
11189,"M0917/19","N","RJJJ","QNBXX","RJTY",8/21/2019 21:55:00,8/22/2019 0:00:00,,"NAVAID RJTY TACAN UNUSABLE","SP",1
11190,"M0918/19","C",,,"RJTY",8/22/2019 0:00:00,8/25/2019 0:00:00,,"Cancel M0917/19","SP",0
11191,"M0920/19","C",,,"RJTY",8/22/2019 0:00:00,8/25/2019 0:00:00,,"Cancel M0914/19","SP",0
11192,"M0921/19","N","RJJJ","QXXXX","RJTY",8/22/2019 23:03:00,8/25/2019 0:00:00,,"RWY 18/36 IS WET WITH LESS THAN 1/10 INCHES OF WATER","SP",1
11193,"M0924/19","N","RJJJ","QXXXX","RJTY",8/27/2019 0:01:00,8/27/2019 5:00:00,,"AERODROME 2X C130 CONDUCTING IFR AIRDROPS OVER AFLD, SFC TO 1015 FT AGL","SP",0
